cregion,cdistrict,pregion,pdistrict,creason,cneed,yr2016,yr2017,yr2018,yr2019,monthname,monthnum,weeknum,monthend,tpeople,yrweeknum,yr
Middle Juba,Saakow,Gedo,Baardheere,Drought related,Shelter,10,0,0,0,Jan,1,2,31/01/2016,10,201602,2016
Middle Juba,Saakow,Gedo,Baardheere,Drought related,Food,13,0,0,0,Jan,1,4,31/01/2016,13,201604,2016
Middle Juba,Saakow,Gedo,Baardheere,Drought related,Livelihood Support,11,0,0,0,Jan,1,4,31/01/2016,11,201604,2016
Middle Juba,Saakow,Gedo,Garbahaarey,Conflict/Insecurity,Health,110,0,0,0,Jan,1,3,31/01/2016,110,201603,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Other,6,0,0,0,Jan,1,1,31/01/2016,6,201601,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Shelter,17,0,0,0,Jan,1,1,31/01/2016,17,201601,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Livelihood Support,10,0,0,0,Jan,1,1,31/01/2016,10,201601,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Livelihood Support,10,0,0,0,Jan,1,2,31/01/2016,10,201602,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Food,2,0,0,0,Jan,1,2,31/01/2016,2,201602,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Food,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Mudug,Gaalkacyo,Banadir,Banadir,Drought related,Livelihood Support,7,0,0,0,Jan,1,4,31/01/2016,7,201604,2016
Mudug,Gaalkacyo,Bari,Bossaso,Conflict/Insecurity,Food,7,0,0,0,Jan,1,2,31/01/2016,7,201602,2016
Mudug,Gaalkacyo,Bari,Bossaso,Other,Health,6,0,0,0,Jan,1,3,31/01/2016,6,201603,2016
Mudug,Gaalkacyo,Bay,Baidoa,Drought related,Other,8,0,0,0,Jan,1,2,31/01/2016,8,201602,2016
Mudug,Gaalkacyo,Bay,Qansax Dheere,Drought related,Livelihood Support,11,0,0,0,Jan,1,1,31/01/2016,11,201601,2016
Mudug,Gaalkacyo,Galgaduud,Cabudwaaq,Drought related,Shelter,7,0,0,0,Jan,1,1,31/01/2016,7,201601,2016
Mudug,Gaalkacyo,Galgaduud,Cabudwaaq,Drought related,Humanitarian Aid,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Mudug,Gaalkacyo,Galgaduud,Cabudwaaq,Drought related,Humanitarian Aid,4,0,0,0,Jan,1,4,31/01/2016,4,201604,2016
Mudug,Gaalkacyo,Galgaduud,Cabudwaaq,Drought related,Other,234,0,0,0,Jan,1,4,31/01/2016,234,201604,2016
Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,Food,7,0,0,0,Jan,1,1,31/01/2016,7,201601,2016
Mudug,Gaalkacyo,Galgaduud,Cadaado,Drought related,Livelihood Support,7,0,0,0,Jan,1,2,31/01/2016,7,201602,2016
Mudug,Gaalkacyo,Galgaduud,Ceel Dheer,Conflict/Insecurity,Food,8,0,0,0,Jan,1,2,31/01/2016,8,201602,2016
Mudug,Gaalkacyo,Galgaduud,Ceel Dheer,Conflict/Insecurity,Food,6,0,0,0,Jan,1,3,31/01/2016,6,201603,2016
Mudug,Gaalkacyo,Galgaduud,Ceel Dheer,Conflict/Insecurity,Shelter,8,0,0,0,Jan,1,3,31/01/2016,8,201603,2016
Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,4,0,0,0,Jan,1,2,31/01/2016,4,201602,2016
Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,4,0,0,0,Jan,1,2,31/01/2016,4,201602,2016
Mudug,Gaalkacyo,Lower Juba,Kismayo,Other,Other,7,0,0,0,Jan,1,1,31/01/2016,7,201601,2016
Mudug,Gaalkacyo,Lower Juba,Kismayo,Other,Health,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Conflict/Insecurity,Food,129,0,0,0,Jan,1,1,31/01/2016,129,201601,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Health,8,0,0,0,Jan,1,0,31/01/2016,8,201600,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Shelter,4,0,0,0,Jan,1,0,31/01/2016,4,201600,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Livelihood Support,8,0,0,0,Jan,1,3,31/01/2016,8,201603,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Health,4,0,0,0,Jan,1,3,31/01/2016,4,201603,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Livelihood Support,9,0,0,0,Jan,1,3,31/01/2016,9,201603,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,Health,5,0,0,0,Jan,1,4,31/01/2016,5,201604,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,Transport,213,0,0,0,Jan,1,0,31/01/2016,213,201600,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,Shelter,142,0,0,0,Jan,1,1,31/01/2016,142,201601,2016
Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,Shelter,102,0,0,0,Jan,1,1,31/01/2016,102,201601,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Conflict/Insecurity,Livelihood Support,114,0,0,0,Jan,1,3,31/01/2016,114,201603,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Health,6,0,0,0,Jan,1,0,31/01/2016,6,201600,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Health,216,0,0,0,Jan,1,1,31/01/2016,216,201601,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Livelihood Support,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Health,6,0,0,0,Jan,1,3,31/01/2016,6,201603,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Humanitarian Aid,187,0,0,0,Jan,1,3,31/01/2016,187,201603,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Health,234,0,0,0,Jan,1,3,31/01/2016,234,201603,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Health,765,0,0,0,Jan,1,4,31/01/2016,765,201604,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Livelihood Support,564,0,0,0,Jan,1,4,31/01/2016,564,201604,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Drought related,Livelihood Support,5,0,0,0,Jan,1,4,31/01/2016,5,201604,2016
Mudug,Gaalkacyo,Mudug,Hobyo,Other,Other,5,0,0,0,Jan,1,1,31/01/2016,5,201601,2016
Mudug,Gaalkacyo,Mudug,Xarardheere,Conflict/Insecurity,Food,5,0,0,0,Jan,1,0,31/01/2016,5,201600,2016
Mudug,Gaalkacyo,Mudug,Xarardheere,Conflict/Insecurity,Protection,8,0,0,0,Jan,1,2,31/01/2016,8,201602,2016
Mudug,Gaalkacyo,Mudug,Xarardheere,Conflict/Insecurity,Shelter,7,0,0,0,Jan,1,2,31/01/2016,7,201602,2016
Mudug,Gaalkacyo,Nugaal,Garoowe,Drought related,Humanitarian Aid,5,0,0,0,Jan,1,4,31/01/2016,5,201604,2016
Mudug,Gaalkacyo,Woqooyi Galbeed,Berbera,Other,Other,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Conflict/Insecurity,Other,807,0,0,0,Jan,1,2,31/01/2016,807,201602,2016
Woqooyi Galbeed,Berbera,Mudug,Gaalkacyo,Conflict/Insecurity,Other,7,0,0,0,Jan,1,1,31/01/2016,7,201601,2016
Woqooyi Galbeed,Berbera,Sool,Caynabo,Drought related,Livelihood Support,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Berbera,Sool,Caynabo,Drought related,Livelihood Support,3,0,0,0,Jan,1,2,31/01/2016,3,201602,2016
Woqooyi Galbeed,Berbera,Togdheer,Burco,Drought related,Other,6,0,0,0,Jan,1,1,31/01/2016,6,201601,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Shelter,3,0,0,0,Jan,1,1,31/01/2016,3,201601,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,7,0,0,0,Jan,1,3,31/01/2016,7,201603,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,3,0,0,0,Jan,1,4,31/01/2016,3,201604,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Hargeysa,Drought related,Other,12,0,0,0,Jan,1,1,31/01/2016,12,201601,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Hargeysa,Drought related,Shelter,8,0,0,0,Jan,1,4,31/01/2016,8,201604,2016
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Hargeysa,Drought related,Livelihood Support,6,0,0,0,Jan,1,4,31/01/2016,6,201604,2016
Woqooyi Galbeed,Hargeysa,Awdal,Borama,Other,Protection,5,0,0,0,Jan,1,1,31/01/2016,5,201601,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,6,0,0,0,Jan,1,0,31/01/2016,6,201600,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Protection,5,0,0,0,Jan,1,0,31/01/2016,5,201600,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,4,0,0,0,Jan,1,1,31/01/2016,4,201601,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,4,0,0,0,Jan,1,1,31/01/2016,4,201601,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,4,0,0,0,Jan,1,1,31/01/2016,4,201601,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Water,4,0,0,0,Jan,1,2,31/01/2016,4,201602,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,4,0,0,0,Jan,1,3,31/01/2016,4,201603,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Other,8,0,0,0,Jan,1,3,31/01/2016,8,201603,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Livelihood Support,4,0,0,0,Jan,1,3,31/01/2016,4,201603,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,3,0,0,0,Jan,1,4,31/01/2016,3,201604,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Water,6,0,0,0,Jan,1,4,31/01/2016,6,201604,2016
Woqooyi Galbeed,Hargeysa,Banadir,Banadir,Drought related,Food,6,0,0,0,Jan,1,4,31/01/2016,6,201604,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Food,4,0,0,0,Jan,1,0,31/01/2016,4,201600,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Food,3,0,0,0,Jan,1,3,31/01/2016,3,201603,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Food,10,0,0,0,Jan,1,3,31/01/2016,10,201603,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Food,8,0,0,0,Jan,1,3,31/01/2016,8,201603,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Food,3,0,0,0,Jan,1,4,31/01/2016,3,201604,2016
Woqooyi Galbeed,Hargeysa,Bari,Bossaso,Drought related,Water,4,0,0,0,Jan,1,4,31/01/2016,4,201604,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Cabudwaaq,Drought related,Food,6,0,0,0,Jan,1,1,31/01/2016,6,201601,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Cabudwaaq,Drought related,Food,5,0,0,0,Jan,1,3,31/01/2016,5,201603,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Cadaado,Drought related,Food,3,0,0,0,Jan,1,1,31/01/2016,3,201601,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Cadaado,Drought related,Food,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Cadaado,Drought related,Food,4,0,0,0,Jan,1,4,31/01/2016,4,201604,2016
Woqooyi Galbeed,Hargeysa,Galgaduud,Ceel Buur,Drought related,Food,5,0,0,0,Jan,1,2,31/01/2016,5,201602,2016
Woqooyi Galbeed,Hargeysa,Gedo,Garbahaarey,Conflict/Insecurity,Other,5,0,0,0,Jan,1,3,31/01/2016,5,201603,2016
Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,0,0,0,Jan,1,0,31/01/2016,5,201600,2016
Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,3,0,0,0,Jan,1,1,31/01/2016,3,201601,2016
Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,0,0,0,Jan,1,2,31/01/2016,6,201602,2016
